product_id,product_name,description,price,category,supplier_id,created_at,updated_at
853,Pastry - Chocolate Marble Tea,"Nondisp fx of nk of 1st MC bone, unsp hand, 7thG","€356,75",Beauty & Fitness,853,2023-11-09,2023-12-01
854,Wine - Magnotta - Cab Franc,"Oth pregnancy related conditions, second trimester","€917,48",Beauty & Fitness,854,2024-04-21,2023-10-20
855,Port - 74 Brights,"Occup of pk-up/van inj in clsn w nonmtr veh in traf, sqla","€767,08",Arts & Entertainment,855,2023-09-01,2023-10-12
856,Flour - Strong,"Unstbl burst fx third lum vertebra, subs for fx w delay heal","€48,84",Attractions,856,2023-05-01,2023-10-28
857,Chocolate - White,Insect bite (nonvenomous) of shoulder,,Beauty & Fitness,857,2023-02-24,2023-01-03
858,Container - Clear 32 Oz,"Toxic effect of contact w oth venomous amphib, slf-hrm, subs",,vvvv,858,2024-04-09,2023-12-07
859,"Nut - Hazelnut, Whole",Twin pregnancy,"€81,33",Beauty & Fitness,859,2023-08-11,2023-12-11
860,Fib N9 - Prague Powder,"Crushing injury of wrist, hand and fingers","€859,11",Attractions,860,2024-04-26,2023-01-06
861,Rabbit - Frozen,"Nondisp artic fx head of unsp femr, 7thP","€144,89",vvvv,861,2023-01-30,2024-02-01
862,"Shrimp - Baby, Cold Water","Type 2 diab with mild nonp rtnop without mclr edema, l eye","€751,51",Attractions,862,2023-03-09,2024-01-16
863,Turnip - White,"Abrasion of left little finger, sequela",,Attractions,863,2024-05-08,2023-01-17
864,Brandy Apricot,Pruritus ani,"€521,44",Arts & Entertainment,864,2024-06-30,2023-12-02
865,Potatoes - Pei 10 Oz,"Lacerat intrns musc/fasc/tend l mid fngr at wrs/hnd lv, subs","€759,86",Food & Drink,865,2023-07-08,2024-05-25
866,Wine - Cava Aria Estate Brut,"Other specified leukemias, in relapse","€156,57",Gifts & Special Events,866,2024-01-13,2023-03-28
867,Soup Campbells - Tomato Bisque,Prsn brd/alit a car injured in collision w pedal cycle,"€635,06",Attractions,867,2023-10-07,2023-11-05
868,Liqueur - Melon,Renal osteodystrophy,,Beauty & Fitness,868,2023-08-23,2023-10-01
869,Ice Cream Bar - Rolo Cone,"Disease of Bartholin's gland, unspecified","€32,35",Beauty & Fitness,869,2023-03-25,2023-07-15
870,"Soup - French Onion, Dry","Nondisp commnt fx shaft of humer, r arm, 7thP","€366,49",vvvv,870,2024-05-12,2024-01-11
871,Rice - Brown,"Oth fx shaft of unsp ulna, subs for clos fx w malunion","€486,60",Beauty & Fitness,871,2023-12-02,2024-03-20
872,Salmon Atl.whole 8 - 10 Lb,"Unsp opn wnd right lesser toe(s) w damage to nail, init","€267,17",Gifts & Special Events,872,2023-11-18,2024-03-31
873,"Pasta - Fettuccine, Egg, Fresh","Collapsed vertebra, NEC, occipito-atlanto-axial region","€256,65",Arts & Entertainment,873,2023-03-02,2024-03-12
874,Beer - Upper Canada Light,Cyst of unspecified orbit,"€993,84",vvvv,874,2023-04-25,2023-01-14
875,Quail - Jumbo Boneless,Antiasthmatics,"€31,14",Arts & Entertainment,875,2023-08-11,2023-11-03
876,Wine - Rosso Del Veronese Igt,"Toxic effect of oth inorganic substances, undetermined, subs","€910,30",Gifts & Special Events,876,2023-12-24,2024-04-18
877,Tea - Decaf 1 Cup,Other types of follicular lymphoma,"€623,49",vvvv,877,2024-07-01,2023-01-01
878,Cheese - Brie Roitelet,"Idiopathic chronic gout, left hand, without tophus (tophi)","€442,08",aaaa,878,2023-01-05,2023-10-24
879,Cinnamon Buns Sticky,"Cerebral aneurysm, nonruptured","€286,48",Food & Drink,879,2024-01-10,2024-01-22
880,Ostrich - Fan Fillet,"Sedative, hypnotic or anxiolytic abuse w sleep disorder","€447,50",Gifts & Special Events,880,2023-02-04,2023-10-27
881,Cognac - Courvaisier,"Laceration of unsp urinary and pelvic organ, subs encntr","€914,57",Gifts & Special Events,881,2023-06-12,2024-05-17
882,Marjoram - Fresh,Breakdown (mechanical) of int fix of right humerus,"€404,00",Gifts & Special Events,882,2024-02-08,2023-04-14
883,Water - Aquafina Vitamin,"Posterior subluxation of unsp radial head, init encntr",,Attractions,883,2023-12-24,2023-09-07
884,Dragon Fruit,"Unsp injury of ulnar artery at forarm lv, right arm, sequela","€90,56",Gifts & Special Events,884,2023-10-11,2023-10-18
885,"Wine - Red, Antinori Santa",Crohn's disease of small intestine with unsp complications,"€517,32",Beauty & Fitness,885,2023-02-17,2024-06-04
886,Sugar - Palm,"Laceration with foreign body, unsp lower leg, subs encntr","€568,92",Beauty & Fitness,886,2023-08-31,2024-04-19
887,Apples - Spartan,"Laceration of blood vessels at forarm lv, right arm, init","€722,03",Arts & Entertainment,887,2023-10-13,2023-02-22
888,Island Oasis - Mango Daiquiri,"Bent bone of l rad, subs for opn fx type 3A/B/C w delay heal","€576,81",Beauty & Fitness,888,2023-12-03,2023-09-01
889,Scallops - Live In Shell,Other secondary parkinsonism,"€356,57",Beauty & Fitness,889,2023-02-23,2024-03-03
890,Potatoes - Idaho 80 Count,Acute salpingitis,"€264,01",Attractions,890,2023-05-13,2023-09-28
891,Lid Coffee Cup 8oz Blk,Encntr for surgical aftcr fol surgery on spcf body systems,"€636,67",Gifts & Special Events,891,2024-01-31,2023-07-18
892,Chips - Miss Vickies,"Sinus barotrauma, initial encounter","€129,25",Gifts & Special Events,892,2023-01-25,2024-02-01
893,Table Cloth 120 Round White,"Unsp fracture of unsp wrist and hand, subs for fx w malunion","€38,76",Food & Drink,893,2023-10-20,2023-05-22
894,Soup - Campbells,"Poisoning by other fibrinolysis-affecting drugs, assault","€394,71",aaaa,894,2024-01-10,2024-06-11
895,Pork Ham Prager,Carcinoma in situ of right bronchus and lung,"€605,60",Gifts & Special Events,895,2023-02-10,2023-11-30
896,"Apple - Delicious, Red","Major laceration of femoral artery, left leg, init encntr","€631,01",vvvv,896,2024-06-08,2023-12-15
897,Beef - Inside Round,Leucocoria,,aaaa,897,2023-10-27,2023-11-05
898,"Bread - White, Sliced","Inj muscle, fascia and tendon of triceps, right arm, sequela","€325,82",Beauty & Fitness,898,2023-04-06,2023-05-02
899,Wine - Pinot Noir Pond Haddock,"Toxic effect of sulfur dioxide, accidental (unintentional)","€764,70",Arts & Entertainment,899,2023-04-14,2023-07-06
900,"Pasta - Cappellini, Dry","Nondisp suprcndl fx w intrcndl extn low end r femr, 7thN",,Gifts & Special Events,900,2023-06-30,2023-08-16
901,"Peas - Pigeon, Dry",Chronic atrophic gastritis,"€152,08",Attractions,901,2023-01-07,2023-04-13
902,Muffin - Mix - Strawberry Rhubarb,"Keratoconus, unspecified, left eye",,Arts & Entertainment,902,2023-02-26,2024-05-28
903,Worcestershire Sauce,Calculus of bile duct w acute cholecystitis w/o obstruction,"€254,43",Gifts & Special Events,903,2023-01-25,2023-02-03
904,Beef Flat Iron Steak,"Nondisp fx of olecran pro w/o intartic extn l ulna, 7thC","€124,13",vvvv,904,2023-09-26,2023-11-12
905,"Soup - Beef, Base Mix","Smith's fx unsp rad, 7thJ",,Attractions,905,2023-04-18,2023-08-23
906,Ham - Black Forest,"Assault by unspecified larger firearm discharge, sequela","€540,94",Food & Drink,906,2023-10-09,2023-06-01
907,"Corn - Cream, Canned",Hypertension secondary to endocrine disorders,"€748,46",Gifts & Special Events,907,2023-07-02,2024-06-12
908,Soup Bowl Clear 8oz92008,"Nondisp fx of lateral malleolus of r fibula, 7thN",,vvvv,908,2024-04-13,2023-06-10
909,"Lentils - Green, Dry","Nondisp commnt fx shaft of humer, unsp arm, init for opn fx","€805,87",Beauty & Fitness,909,2023-03-26,2023-02-23
910,Beer - Camerons Auburn,"Nondisp fx of r tibial spin, 7thH","€488,78",vvvv,910,2023-01-25,2023-12-10
911,Lid Tray - 12in Dome,Non-prs chronic ulcer of right ankle w fat layer exposed,"€410,50",Attractions,911,2023-08-18,2024-06-01
912,Chevril,Vasculogenic erectile dysfunction,"€153,03",Food & Drink,912,2023-11-08,2023-04-17
913,Maple Syrup,"Other secondary osteonecrosis, left foot","€490,67",Attractions,913,2024-03-29,2024-05-26
914,Wine - Manischewitz Concord,Pathological fracture in neoplastic disease,"€664,75",Beauty & Fitness,914,2023-08-10,2024-04-14
915,Nori Sea Weed,"Burn of unsp degree of back of unspecified hand, subs encntr",,vvvv,915,2023-12-08,2024-03-30
916,"Nut - Almond, Blanched, Sliced","Nondisp oblique fx shaft of unsp fibula, 7thM","€852,55",Food & Drink,916,2023-12-15,2023-10-06
917,Mix - Cocktail Ice Cream,"Displaced comminuted fracture of shaft of left tibia, init","€93,61",Beauty & Fitness,917,2024-06-27,2024-06-27
918,Chocolate - Unsweetened,"Asphyxiation due to plastic bag, accidental, subs encntr","€209,06",Food & Drink,918,2024-04-14,2024-02-12
919,Thyme - Fresh,"Central corneal ulcer, left eye","€616,50",Gifts & Special Events,919,2023-12-29,2023-01-17
920,Flour - Fast / Rapid,"Complete lesion at C4 level of cervical spinal cord, sequela","€932,50",aaaa,920,2023-04-09,2024-04-05
921,Lettuce - Boston Bib,"Traum hemor cereb, w LOC w dth d/t oth cause bf consc, subs","€42,32",vvvv,921,2023-03-13,2023-10-02
922,Wine - Malbec Trapiche Reserve,"Erythema multiforme, unspecified","€102,64",vvvv,922,2023-02-18,2024-02-21
923,Gatorade - Orange,"Osteopathy in diseases classified elsewhere, left lower leg","€566,79",aaaa,923,2023-04-14,2023-07-05
924,Cup - 4oz Translucent,Dislocation of T1/T2 thoracic vertebra,"€827,35",Gifts & Special Events,924,2024-01-30,2023-12-17
925,Ezy Change Mophandle,"Activity, springboard and platform diving","€763,23",Beauty & Fitness,925,2023-02-11,2023-03-16
926,Sprouts - Peppercress,"Unspecified injury of lung, unilateral, sequela","€111,43",Arts & Entertainment,926,2023-03-01,2023-04-22
927,Silicone Parch. 16.3x24.3,"Pnctr w foreign body of unsp finger w damage to nail, init","€136,25",Gifts & Special Events,927,2023-03-30,2023-10-11
928,V8 Splash Strawberry Kiwi,Toxic effect of contact with stingray,"€993,53",vvvv,928,2024-01-17,2024-01-13
929,"Beef - Ground, Extra Lean, Fresh",Burns of 20-29% of body surface w 10-19% third degree burns,"€333,89",Gifts & Special Events,929,2024-01-20,2024-02-19
930,Vinegar - Champagne,"Unspecified sprain of left index finger, initial encounter","€200,80",Arts & Entertainment,930,2023-02-21,2023-05-28
931,"Lid - High Heat, Super Clear",Penetrating wound with foreign body of right eyeball,"€257,20",aaaa,931,2023-02-03,2024-05-06
932,Appetizer - Crab And Brie,"Lacerat unsp blood vessel at forarm lv, right arm, init","€663,63",Attractions,932,2023-03-04,2023-05-10
933,Coffee - Egg Nog Capuccino,Retinal disorders in diseases classified elsewhere,"€408,04",aaaa,933,2024-07-01,2023-02-18
934,Juice - Propel Sport,Prsn brd/alit a 3-whl mv injured in collision w pedal cycle,"€973,29",Gifts & Special Events,934,2024-05-17,2023-08-19
935,Beer - True North Strong Ale,"Oth fx shaft of right ulna, subs for clos fx w routn heal","€521,91",Beauty & Fitness,935,2023-06-14,2024-05-16
936,Pear - Packum,"Sedative, hypnotic or anxiolytic dependence with withdrawal","€811,09",aaaa,936,2024-05-14,2024-02-10
937,Gherkin - Sour,Pervasive developmental disorders,"€706,47",Arts & Entertainment,937,2024-04-10,2023-06-05
938,Swiss Chard - Red,Atheroembolism of right upper extremity,"€265,48",Arts & Entertainment,938,2024-01-26,2023-11-16
939,Puff Pastry - Sheets,"Unsp ultralt/microlt/pwr-glider acc injuring occupant, subs","€540,72",Gifts & Special Events,939,2023-09-11,2024-04-29
940,Shiro Miso,Atheroembolism of unspecified lower extremity,"€362,89",Arts & Entertainment,940,2024-04-16,2023-01-22
941,"Wine - Red, Colio Cabernet","Nondisp transverse fx shaft of l ulna, 7thE","€538,17",aaaa,941,2023-07-31,2023-01-02
942,Sobe - Orange Carrot,"Displ suprcndl fx w intrcndl extn lower end of r femur, sqla","€731,46",Food & Drink,942,2024-04-17,2023-08-29
943,"Lemonade - Kiwi, 591 Ml","Inj oth blood vessels of thorax, unsp side, sequela","€205,50",Attractions,943,2023-04-26,2023-07-02
944,"Lemonade - Island Tea, 591 Ml","Displ oblique fx shaft of unsp rad, 7thJ","€187,78",vvvv,944,2024-07-01,2023-09-17
945,Cookie Dough - Oatmeal Rasin,Other subluxation of left shoulder joint,"€534,39",Food & Drink,945,2024-02-19,2024-05-04
946,Sauce - Plum,"Osteochondritis dissecans, unspecified wrist","€799,83",Attractions,946,2023-12-05,2024-02-10
947,"Beans - Long, Chinese","Toxic effect of fusel oil, undetermined, sequela","€169,30",aaaa,947,2023-07-05,2023-02-15
948,Wine - Delicato Merlot,"Toxic effect of venom of venomous lizard, undetermined, subs","€951,90",vvvv,948,2023-11-02,2024-01-02
949,"Juice - Clamato, 341 Ml","Lead-induced chronic gout, left hip, without tophus (tophi)","€897,10",Attractions,949,2023-06-12,2023-11-30
950,Dawn Professionl Pot And Pan,Complications specific to multiple gestation,,Attractions,950,2023-03-19,2023-01-11
951,Cheese - Colby,"Sltr-haris Type II physeal fx lower end of unsp fibula, init",,Arts & Entertainment,951,2024-04-27,2023-05-03
952,Puree - Passion Fruit,"Adverse effect of drug/meds/biol subst, init","€69,96",vvvv,952,2023-02-11,2023-08-14
953,"Crab - Claws, 26 - 30",Mumps pancreatitis,"€767,40",vvvv,953,2024-06-23,2023-04-15
954,Momiji Oroshi Chili Sauce,"Car driver injured in clsn w rail trn/veh in traf, sequela","€705,04",aaaa,954,2023-02-01,2024-01-09
955,Octopus,"Other rupture of muscle (nontraumatic), unspecified forearm","€753,19",aaaa,955,2023-04-11,2023-04-16
956,"Beef - Rouladin, Sliced","Maternal care for breech presentation, fetus 5","€560,15",Gifts & Special Events,956,2024-01-13,2023-10-30
957,Tarts Assorted,Library as the place of occurrence of the external cause,"€517,46",Attractions,957,2023-11-22,2024-01-09
958,Hipnotiq Liquor,"Poisoning by glucocort/synth analog, self-harm, init","€351,08",Attractions,958,2024-01-16,2023-10-14
959,Muffin - Carrot Individual Wrap,"Conjunctival cysts, bilateral","€384,31",Food & Drink,959,2023-07-30,2023-07-02
960,Energy Drink - Franks Original,"Lead-induced gout, unspecified hand","€459,21",Arts & Entertainment,960,2023-11-15,2023-02-06
961,Bread - Rosemary Focaccia,"Pathological fracture in neoplastic disease, pelvis, init","€767,89",Gifts & Special Events,961,2023-05-24,2023-10-23
962,Cup - Paper 10oz 92959,"Oth fracture of upper and lower end of right fibula, sequela","€375,94",Beauty & Fitness,962,2024-02-09,2024-03-11
963,Gherkin - Sour,"Villonodular synovitis (pigmented), right hip","€865,68",aaaa,963,2023-02-01,2023-02-03
964,"Lobster - Baby, Boiled",Asphyxia and hypoxemia,"€137,34",Gifts & Special Events,964,2023-06-08,2023-04-19
965,"Veal - Inside, Choice","Unilateral femoral hernia, with gangrene, recurrent","€667,41",Gifts & Special Events,965,2024-03-31,2023-12-04
966,Flour - Teff,Neuronal ceroid lipofuscinosis,"€624,00",Food & Drink,966,2024-05-07,2024-06-10
967,Pork - European Side Bacon,"Unsp fx navicular bone of unsp wrist, subs for fx w malunion","€539,23",Food & Drink,967,2023-09-09,2023-08-19
968,Cheese - Perron Cheddar,"Disp fx of r radial styloid pro, 7thQ","€36,94",aaaa,968,2024-05-16,2024-03-18
969,Ice Cream Bar - Drumstick,"Other premature separation of placenta, third trimester","€467,37",aaaa,969,2023-01-18,2023-01-25
970,Cheese - Le Cheve Noir,"Sltr-haris Type III physl fx low end ulna, r arm, 7thG","€428,49",Attractions,970,2023-06-18,2024-06-06
971,"Oil - Truffle, White","Nondisp fx of base of unsp metacarpal bone, init for clos fx","€474,95",vvvv,971,2023-02-01,2023-08-31
972,Chips Potato Reg 43g,"Oth dorsopathies, sacral and sacrococcygeal region","€394,72",vvvv,972,2023-11-30,2023-06-01
973,Tea - Mint,"Adhes due to fb acc left in body following endo exam, subs","€875,47",Arts & Entertainment,973,2023-02-28,2024-03-11
974,Bagel - Everything Presliced,"Underdosing of other hormone antagonists, subs encntr","€579,28",Attractions,974,2023-02-04,2023-11-10
975,"Champagne - Brights, Dry","Placentitis, second trimester, fetus 1","€939,40",Arts & Entertainment,975,2023-07-19,2023-12-19
976,Mackerel Whole Fresh,"Prepatellar bursitis, left knee","€490,29",Food & Drink,976,2024-03-22,2023-04-07
977,Wine - Vidal Icewine Magnotta,Other disorders of arteries and arterioles,"€577,20",Arts & Entertainment,977,2024-05-20,2024-06-29
978,"Bread - Pumpernickle, Rounds","Contracture, right knee","€11,53",vvvv,978,2024-07-01,2024-03-06
979,Tofu - Soft,"Unsp fx shaft of r rad, 7thF","€33,57",aaaa,979,2023-10-14,2023-12-16
980,Mushroom - Morel Frozen,"Toxic effect of methanol, intentional self-harm",,Gifts & Special Events,980,2023-06-03,2023-03-24
981,Ice Cream Bar - Hageen Daz To,"Inj extn musc/fasc/tend r little finger at forarm lv, subs","€329,83",Gifts & Special Events,981,2024-04-08,2024-02-03
982,Buffalo - Short Rib Fresh,"Unspecified fracture of upper end of right humerus, sequela",,Food & Drink,982,2023-01-12,2024-01-17
983,"Tart Shells - Savory, 2","Poisoning by oth general anesthetics, self-harm, init","€490,38",Attractions,983,2023-01-30,2023-01-31
984,Bagel - Ched Chs Presliced,"Nondisp fx of medial malleolus of left tibia, sequela","€179,59",Gifts & Special Events,984,2023-10-30,2023-07-16
985,Aromat Spice / Seasoning,Unspecified superficial injury of lower back and pelvis,"€355,82",Food & Drink,985,2024-02-15,2024-02-19
986,Veal - Kidney,Subluxation complex (vertebral) of pelvic region,"€959,03",Food & Drink,986,2024-02-17,2023-04-14
987,Chocolate - Feathers,Contusion of right wrist,,aaaa,987,2023-06-26,2023-02-03
988,Ecolab Digiclean Mild Fm,"Post disp fx of sternal end unsp clavicle, 7thP","€149,23",Gifts & Special Events,988,2024-01-13,2023-03-20
989,Napkin White - Starched,"Corros unsp deg mult site of r shldr/up lmb,ex wrs/hnd, init","€201,88",aaaa,989,2023-01-12,2023-02-15
990,Soup Campbells Mexicali Tortilla,"Displ seg fx shaft of unsp femr, 7thN",,vvvv,990,2023-05-16,2023-04-24
991,Cheese - Asiago,"Displ spiral fx shaft of r fibula, 7thC","€55,14",vvvv,991,2023-07-05,2023-01-26
992,Kiwi Gold Zespri,"Disorders of muscle in diseases classd elswhr, left hand","€564,12",Food & Drink,992,2024-01-24,2023-08-27
993,Squid Ink,"Nondisp Maisonneuve's fx r leg, subs for clos fx w nonunion","€260,20",Gifts & Special Events,993,2023-01-12,2024-05-10
994,Bagel - Everything Presliced,"Other specified injury of right renal vein, sequela","€848,34",aaaa,994,2023-11-12,2023-05-06
995,Nantuket Peach Orange,"Nondisp fx of 4th metatarsal bone, unsp ft, 7thP","€25,60",Beauty & Fitness,995,2024-05-10,2024-06-09
996,Vinegar - Tarragon,Parachutist accident,"€977,15",Food & Drink,996,2023-10-01,2023-01-28
997,Carbonated Water - Strawberry,"Lymphocyte-rich Hodgkin lymphoma, spleen","€448,10",Beauty & Fitness,997,2023-03-03,2023-05-11
998,Glass Clear 7 Oz Xl,"Nondisp fx of medial cuneiform of right foot, init","€20,58",Food & Drink,998,2023-02-26,2023-01-30
999,Pail For Lid 1537,"Mech compl of implnt elec nstim of brain lead, init","€640,44",Arts & Entertainment,999,2024-05-14,2023-09-19
1000,"Pepsi, 355 Ml","Nondisp fx of head of r rad, 7thM","€900,36",Attractions,1000,2023-06-01,2023-09-28
